"timetocompletesurvey","Pseudonym","gender","Age","Familienstand","Children","AnzahlKinder","NoInstrument","ImChoraktiv","PrivaterMusikunterricht","ConsumptionRadio","ConsumptionPhysical","ConsumptionDigital","ConsumptionFreeStreaming","ConsumptionPremiumStreaming","ConsumptionOnlineRadio","ConsumptionLive","ActiveListening","AktiveSuchenachneuerMusik","MusicAppreciation","Spending_CD_Albums","Spending_CD_Singles","Spending_Music_DVD","Spending_Vinyl","Spending_DigitaleAlbums","Spending_DigitalTracks","Spending_Stream","Spending_OtherAbos","Warumamhäufigstengekauft","datetimeofsurveystart","dateoflastaccess","panel","Bildung","Beschäftigung","IncomeRaw","No_Mainstream_7Likert","Spending_Concerts","Spending_Festivals","Spending_ClubConcerts","Spending_DeluxeBoxes","Livestream_WTP","Winter2018_19","Summer2019","Winter2019_20","Summer2020","Winter2020_21","Consumption_Live","Consumption_Rec","s_Consumption_Physical_R","s_Consumption_PremiumStream_R","s_Consumption_FreeStream_R","s_Consumption_Digital_R","s_Consumption_Radio_R","s_Consumption_OnlineRadio_R","s_Consumption_R","s_No_Consumption_R","Consumption_Total","No_Consumption","ln_Consumption_Total","ln_Consumption_Rec","ln_Consumption_Live","Outlier_Consumption","Outlier_Consumption_Panel","Spending_Physical","Spending_Digital","Spending_Streaming","Spending_Rec","Spending_Live","s_Spending_Physical_R","s_Spending_Digital_R","s_Spending_Streaming_R","Spending_Total","No_Spending","ln_Spending_Total","ln_Spending_Rec","ln_Spending_Live","s_Spending_R","s_No_Spending_R","Outlier_Spending","Outlier_Spending_Panel","Corona","Summer","Winter","PurchaseReason_Atmosphere","PurchaseReason_Flexibility","PurchaseReason_Habit","PurchaseReason_None","PurchaseReason_Mobility","PurchaseReason_Other","PurchaseReason_SoundQuality","MaritalStat_LivAlone","MaritalStat_LivAlone_Partner","MaritalStat_LivTogether_Partner","MaritalStatus","Education_HighSchool","Education_Bachelor","Education_TechnicalDiploma","Education_Elementary","Education_NoneDegree","Education_Master","Education_MiddleSchool","Education_PhD","Education","GenderOther","GenderMale","GenderFemale","Occupation_Employed","Occupation_Apprenticeship","Occupation_Household","Occupation_None","Occupation_School","Occupation_Selfemployed","Occupation_Other","Occupation_University","Occupation","MainstreamMusic","Playinstrument","MusicEducation","Income","Income_Mean","IncomeImputation","ln_Income","MusicAppreciation_Mean","MusicAppreciationImputation","Outlier_Missing","Outlier_Missing_Panel","Number_Waves"
1298,3939704915360,"männlich",39,"allein lebend",0,0,1,0,0,35,1,0,0,9,2,0,3,"Ja",4,0,0,0,0,0,0,17,0,"Flexibilität","2019-02-01","2019-02-01",2,"Master / Diplom / Magister / Staatsexamen","Angestellte/r","3.001 Euro bis 3.500 Euro",6,0,0,0,0,0,1,0,0,0,0,0,47,0.0212765957446809,0.191489361702128,0,0,0.74468085106383,0.0425531914893617,1,0,47,0,3.87120101090789,3.87120101090789,0,0,0,0,0,17,17,0,0,0,1,17,0,2.89037175789616,2.89037175789616,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,3250,3550,3250,8.08641027532378,4.4,4,0,0,5
1066,3451231787760,"weiblich",33,"in einer festen Partnerschaft zusammenlebend",1,1,1,0,0,30,0,0,0,5,0,0,2,"Nein",1,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","2019-02-01","2019-02-01",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","501 Euro bis 1.000 Euro",2,0,0,0,0,0,1,0,0,0,0,0,35,0,0.142857142857143,0,0,0.857142857142857,0,1,0,35,0,3.58351893845611,3.58351893845611,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,6,0,0,750,1850,750,6.62007320653036,1,1,0,0,5
812,3808120555920,"weiblich",39,"in einer festen Partnerschaft zusammenlebend",1,1,1,0,0,30,10,10,0,0,3,0,1,"Ja",6,50,0,0,20,0,0,0,0,"Soundqualität","2019-02-01","2019-02-01",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","1.001 Euro bis 1.500 Euro",4,0,0,0,0,0,1,0,0,0,0,0,53,0.188679245283019,0,0,0.188679245283019,0.566037735849057,0.0566037735849057,1,0,53,0,3.98898404656427,3.98898404656427,0,0,0,70,0,0,70,0,1,0,0,70,0,4.26267987704132,4.26267987704132,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,4,0,0,1250,1550,1250,7.13089883029635,5.4,6,0,0,5
870,3886789811440,"weiblich",60,"in einer festen Partnerschaft zusammenlebend",1,3,1,0,1,26,0,0,0,0,10,0,1,"Nein",3,0,0,0,0,0,0,0,0,"Gewohnheit","2019-02-01","2019-02-01",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","weniger als 500 Euro",4,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0.722222222222222,0.277777777777778,1,0,36,0,3.61091791264422,3.61091791264422,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,4,0,1,250,1450,250,5.52146091786225,5.2,3,0,0,5
805,3407375987920,"weiblich",42,"allein lebend",0,0,1,0,0,4,0,1,0,0,0,0,4,"Ja",5,0,0,0,0,0,0,0,0,"Flexibilität","2019-02-01","2019-02-01",2,"Mittlere Reife / Realschulabschluss","Hausmann / Hausfrau","weniger als 500 Euro",7,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0.2,0.8,0,1,0,5,0,1.79175946922805,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,250,950,250,5.52146091786225,4.8,5,0,0,5
1383,3665693587920,"weiblich",47,"in einer festen Partnerschaft zusammenlebend",0,0,1,0,0,35,1,0,0,0,0,0,3,"Nein",3,0,0,0,20,0,0,0,0,"Soundqualität","2019-02-01","2019-02-01",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","2.501 Euro bis 3.000 Euro",4,15,0,0,0,0,1,0,0,0,0,0,36,0.0277777777777778,0,0,0,0.972222222222222,0,1,0,36,0,3.61091791264422,3.61091791264422,0,0,0,20,0,0,20,15,1,0,0,35,0,3.58351893845611,3.04452243772342,2.77258872223978,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,4,0,0,2750,3050,2750,7.91935619066062,4.2,3,0,0,5
550,3590305547680,"männlich",52,"in einer festen Partnerschaft zusammenlebend",0,0,1,0,0,0,0,0,0,0,0,0,1,"Nein",4,0,0,0,0,0,0,0,0,"Gewohnheit","2019-02-01","2019-02-01",2,"Hauptschulabschluss","Angestellte/r","1.001 Euro bis 1.500 Euro",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,6,0,0,1250,1350,1250,7.13089883029635,5,4,0,0,5
559,3741676251520,"männlich",38,"allein lebend",0,0,1,0,1,0,0,0,0,14,0,0,4,"Nein",5,0,0,0,0,25,0,8,0,"Flexibilität","2019-02-01","2019-02-01",2,"Hauptschulabschluss","Angestellte/r","501 Euro bis 1.000 Euro",4,0,0,0,0,0,1,0,0,0,0,0,14,0,1,0,0,0,0,1,0,14,0,2.70805020110221,2.70805020110221,0,0,0,0,25,8,33,0,0,0.757575757575758,0.242424242424242,33,0,3.52636052461616,3.52636052461616,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,4,0,1,750,750,750,6.62007320653036,5.4,5,0,0,5
853,3500156939200,"männlich",48,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,45,0,6,4,0,3,0,1,"Ja",5,0,0,0,40,10,0,0,0,"Gewohnheit","2019-02-01","2019-02-01",2,"Abitur","Angestellte/r","2.001 Euro bis 2.500 Euro",3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,0.0689655172413793,0.103448275862069,0.775862068965517,0.0517241379310345,1,0,58,0,4.07753744390572,4.07753744390572,0,0,0,40,10,0,50,0,0.8,0.2,0,50,0,3.93182563272433,3.93182563272433,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,5,0,0,2250,3250,2250,7.71868549519847,4.4,5,0,0,5
1196,3564396979200,"weiblich",54,"in einer festen Partnerschaft zusammenlebend",1,3,0,0,0,20,10,0,0,0,0,2,4,"Nein",6,20,0,0,0,0,0,0,0,"Gewohnheit","2019-02-01","2019-02-01",2,"Fachhochschulreife","Angestellte/r","1.001 Euro bis 1.500 Euro",4,120,0,0,0,0,1,0,0,0,0,2,30,0.333333333333333,0,0,0,0.666666666666667,0,1,0,32,0,3.49650756146648,3.43398720448515,1.09861228866811,0,0,20,0,0,20,120,1,0,0,140,0,4.94875989037817,3.04452243772342,4.79579054559674,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,4,1,1,1250,1550,1250,7.13089883029635,4.8,6,0,0,5
1162,3453856123280,"weiblich",46,"in einer festen Partnerschaft zusammenlebend",0,0,0,0,1,0,3,4,4,0,0,2,2,"Nein",5,0,0,0,0,5,0,0,0,"Gewohnheit","2019-02-01","2019-02-01",2,"Abitur","Angestellte/r","1.501 Euro bis 2.000 Euro",5,0,0,0,0,0,1,0,0,0,0,2,11,0.272727272727273,0,0.363636363636364,0.363636363636364,0,0,1,0,13,0,2.63905732961526,2.484906649788,1.09861228866811,0,0,0,5,0,5,0,0,1,0,5,0,1.79175946922805,1.79175946922805,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,3,1,2,1750,1750,1750,7.46737106691756,3.8,5,0,0,5
1555,3776699827600,"männlich",65,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,40,0,0,0,0,10,0,4,"Nein",1,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","2019-02-01","2019-02-01",2,"Master / Diplom / Magister / Staatsexamen","ohne Beschäftigung","1.001 Euro bis 1.500 Euro",6,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0.8,0.2,1,0,50,0,3.93182563272433,3.93182563272433,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1250,1250,1250,7.13089883029635,2.2,1,0,0,5
1376,3669849923760,"männlich",66,"in einer festen Partnerschaft zusammenlebend",1,1,1,0,0,40,0,0,0,0,15,0,2,"Nein",2,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","2019-02-01","2019-02-01",2,"Hauptschulabschluss","ohne Beschäftigung","1.501 Euro bis 2.000 Euro",5,0,0,0,0,0,1,0,0,0,0,0,55,0,0,0,0,0.727272727272727,0.272727272727273,1,0,55,0,4.02535169073515,4.02535169073515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1750,1750,1750,7.46737106691756,1.6,2,0,0,5
1010,3351280555600,"männlich",34,"allein lebend",0,0,1,0,0,1,0,20,0,0,0,0,1,"Nein",7,0,0,0,0,20,0,0,0,"Flexibilität","2019-02-01","2019-02-01",2,"Master / Diplom / Magister / Staatsexamen","Angestellte/r","2.501 Euro bis 3.000 Euro",6,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0.952380952380952,0.0476190476190476,0,1,0,21,0,3.09104245335832,3.09104245335832,0,0,0,0,20,0,20,0,0,1,0,20,0,3.04452243772342,3.04452243772342,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,2750,3150,2750,7.91935619066062,6,7,0,0,5
749,3751079747440,"männlich",51,"in einer festen Partnerschaft zusammenlebend",1,3,1,0,0,8,1,3,0,4,0,0,4,"Ja",6,0,0,0,0,0,0,10,0,"Flexibilität","2019-02-01","2019-02-01",2,"Hauptschulabschluss","Angestellte/r","2.001 Euro bis 2.500 Euro",2,0,0,0,0,0,1,0,0,0,0,0,16,0.0625,0.25,0,0.1875,0.5,0,1,0,16,0,2.83321334405622,2.83321334405622,0,0,0,0,0,10,10,0,0,0,1,10,0,2.39789527279837,2.39789527279837,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,6,0,0,2250,2250,2250,7.71868549519847,5.2,6,0,0,5
1531,3327859859520,"weiblich",48,"in einer festen Partnerschaft zusammenlebend",1,1,1,1,0,1,1,2,0,2,0,0,2,"Ja",5,20,0,0,0,20,0,69,0,"Flexibilität","2019-02-01","2019-02-01",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","501 Euro bis 1.000 Euro",5,50,0,0,0,0,1,0,0,0,0,0,6,0.166666666666667,0.333333333333333,0,0.333333333333333,0.166666666666667,0,1,0,6,0,1.94591014905531,1.94591014905531,0,0,0,20,20,69,109,50,0.18348623853211,0.18348623853211,0.63302752293578,159,0,5.07517381523383,4.70048036579242,3.93182563272433,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,750,1250,750,6.62007320653036,4.8,5,0,0,5
893,3570123283280,"weiblich",37,"in einer festen Partnerschaft zusammenlebend",1,2,1,1,1,2,0,1,0,2,0,0,1,"Ja",7,0,0,0,0,0,0,30,0,"Mobilität","2019-02-01","2019-02-01",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","4.001 Euro bis 4.500 Euro",4,0,0,0,0,0,1,0,0,0,0,0,5,0,0.4,0,0.2,0.4,0,1,0,5,0,1.79175946922805,1.79175946922805,0,0,0,0,0,30,30,0,0,0,1,30,0,3.43398720448515,3.43398720448515,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,4,0,1,4250,3650,4250,8.35467426191846,5.2,7,0,0,5
1590,3650852227760,"weiblich",52,"allein lebend",0,0,0,0,1,50,5,0,0,0,0,0,1,"Nein",7,50,0,0,0,0,0,0,0,"Gewohnheit","2019-02-01","2019-02-01",2,"Master / Diplom / Magister / Staatsexamen","Selbständige/r","mehr als 5.000 Euro",5,0,0,0,0,0,1,0,0,0,0,0,55,0.0909090909090909,0,0,0,0.909090909090909,0,1,0,55,0,4.02535169073515,4.02535169073515,0,0,0,50,0,0,50,0,1,0,0,50,0,3.93182563272433,3.93182563272433,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,3,3,1,2,5250,5250,5250,8.56598335558567,6.2,7,0,0,5
766,3351364563360,"weiblich",64,"allein lebend",1,1,0,0,1,5,3,0,0,0,0,0,2,"Nein",3,0,0,0,0,0,0,0,0,"Sonstiges","2019-02-02","2019-02-02",2,"Abitur","Angestellte/r","2.001 Euro bis 2.500 Euro",2,0,0,0,0,0,1,0,0,0,0,0,8,0.375,0,0,0,0.625,0,1,0,8,0,2.19722457733622,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,6,1,2,2250,2250,2250,7.71868549519847,2.8,3,0,0,5
709,3457122875360,"weiblich",56,"allein lebend",0,0,1,0,0,1,0,0,0,0,0,0,1,"Nein",4,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","2019-02-02","2019-02-02",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","1.001 Euro bis 1.500 Euro",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,6,0,0,1250,850,1250,7.13089883029635,2.6,4,0,0,5
1210,3487792939360,"weiblich",39,"allein lebend",0,0,1,0,0,10,0,6,0,0,0,0,1,"Nein",2,0,0,0,0,0,40,0,0,"Flexibilität","2019-02-02","2019-02-02",2,"Fachhochschulreife","Angestellte/r","1.001 Euro bis 1.500 Euro",2,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0.375,0.625,0,1,0,16,0,2.83321334405622,2.83321334405622,0,0,0,0,40,0,40,0,0,1,0,40,0,3.71357206670431,3.71357206670431,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,6,0,0,1250,1250,1250,7.13089883029635,2.4,2,0,0,5
1152,3985891859840,"männlich",58,"allein lebend",1,4,1,0,0,0,0,3,0,0,0,2,1,"Nein",1,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","2019-02-02","2019-02-02",2,"Mittlere Reife / Realschulabschluss","Selbständige/r","weniger als 500 Euro",7,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,1,0,0,1,0,5,0,1.79175946922805,1.38629436111989,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,250,450,250,5.52146091786225,1,1,0,0,5
4367,3261640235680,"weiblich",49,"allein lebend",0,0,1,0,0,2,0,0,0,0,0,0,2,"Nein",5,0,0,0,0,0,0,0,0,"Sonstiges","2019-02-02","2019-02-02",2,"Hauptschulabschluss","Hausmann / Hausfrau","weniger als 500 Euro",2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,1.09861228866811,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,0,0,250,650,250,5.52146091786225,4.2,5,0,0,5
1319,3892256731360,"männlich",28,"in einer festen Partnerschaft zusammenlebend",0,0,1,0,0,1,0,2,0,1,0,0,2,"Nein",5,0,0,0,0,0,0,8,0,"Mobilität","2019-02-02","2019-02-02",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","2.001 Euro bis 2.500 Euro",4,0,0,0,0,0,1,0,0,0,0,0,4,0,0.25,0,0.5,0.25,0,1,0,4,0,1.6094379124341,1.6094379124341,0,0,0,0,0,8,8,0,0,0,1,8,0,2.19722457733622,2.19722457733622,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,4,0,0,2250,2350,2250,7.71868549519847,4.2,5,0,0,5
1411,3728649651280,"männlich",44,"allein lebend",0,0,1,0,0,50,0,0,1,0,30,0,1,"Ja",5,0,0,0,0,0,0,0,0,"Soundqualität","2019-02-02","2019-02-02",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","501 Euro bis 1.000 Euro",1,0,0,0,0,0,1,0,0,0,0,0,81,0,0,0.0123456790123457,0,0.617283950617284,0.37037037037037,1,0,81,0,4.40671924726425,4.40671924726425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,7,0,0,750,750,750,6.62007320653036,5.4,5,0,0,5
672,3665079475600,"weiblich",62,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,5,0,0,0,0,0,0,1,"Nein",1,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","2019-02-02","2019-02-02",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","1.001 Euro bis 1.500 Euro",7,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,1,0,5,0,1.79175946922805,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,1250,1550,1250,7.13089883029635,2.6,1,0,0,5
776,3369806339200,"weiblich",51,"in einer festen Partnerschaft zusammenlebend",1,1,0,0,1,7,2,0,0,0,0,0,4,"Nein",4,0,0,1,0,0,0,0,0,"Soundqualität","2019-02-02","2019-02-02",2,"Abitur","Angestellte/r","1.001 Euro bis 1.500 Euro",5,16,0,0,0,0,1,0,0,0,0,0,9,0.222222222222222,0,0,0,0.777777777777778,0,1,0,9,0,2.30258509299405,2.30258509299405,0,0,0,1,0,0,1,16,1,0,0,17,0,2.89037175789616,0.693147180559945,2.83321334405622,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,3,1,2,1250,1450,1250,7.13089883029635,5.2,4,0,0,5
615,3983777323840,"männlich",54,"in einer festen Partnerschaft zusammenlebend",0,0,1,0,0,5,0,0,0,0,0,2,2,"Nein",2,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","2019-02-02","2019-02-02",2,"Hauptschulabschluss","Angestellte/r","2.001 Euro bis 2.500 Euro",4,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,1,0,1,0,7,0,2.07944154167984,1.79175946922805,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,4,0,0,2250,2650,2250,7.71868549519847,2.2,2,0,0,5
4485,3451493547440,"männlich",36,"allein lebend",0,0,1,0,0,40,0,7,7,0,15,0,2,"Nein",5,0,0,0,0,0,0,0,0,"Gewohnheit","2019-02-02","2019-02-02",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","2.501 Euro bis 3.000 Euro",3,0,0,0,0,0,1,0,0,0,0,0,69,0,0,0.101449275362319,0.101449275362319,0.579710144927536,0.217391304347826,1,0,69,0,4.24849524204936,4.24849524204936,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,5,0,0,2750,2650,2750,7.91935619066062,3.8,5,0,0,5
690,3941738699840,"männlich",64,"allein lebend",1,1,1,0,0,20,3,0,10,0,0,0,3,"Nein",4,0,0,0,0,0,0,0,0,"Sonstiges","2019-02-02","2019-02-02",2,"Hauptschulabschluss","Angestellte/r","1.001 Euro bis 1.500 Euro",6,0,0,0,0,0,1,0,0,0,0,0,33,0.0909090909090909,0,0.303030303030303,0,0.606060606060606,0,1,0,33,0,3.52636052461616,3.52636052461616,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,1250,1250,1250,7.13089883029635,4.2,4,0,0,5
1121,3967395875280,"männlich",50,"allein lebend",0,0,1,0,0,2,3,10,0,0,50,0,1,"Nein",4,0,0,0,0,0,0,0,0,"Sonstiges","2019-02-02","2019-02-02",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","501 Euro bis 1.000 Euro",4,0,0,0,0,0,1,0,0,0,0,0,65,0.0461538461538462,0,0,0.153846153846154,0.0307692307692308,0.769230769230769,1,0,65,0,4.18965474202643,4.18965474202643,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,4,0,0,750,750,750,6.62007320653036,3.2,4,0,0,5
1779,3580147347440,"weiblich",64,"allein lebend",1,1,1,0,0,12,0,0,0,0,0,0,1,"Nein",1,0,0,0,0,0,0,0,0,"Sonstiges","2019-02-02","2019-02-02",2,"Abitur","Sonstiges","1.001 Euro bis 1.500 Euro",4,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,1,0,1,0,12,0,2.56494935746154,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,4,0,0,1250,1250,1250,7.13089883029635,1.6,1,0,0,5
1020,3591679171920,"männlich",57,"allein lebend",0,0,1,0,0,1,20,5,0,0,0,0,2,"Ja",5,80,0,0,0,0,0,0,0,"Gewohnheit","2019-02-02","2019-02-02",2,"Master / Diplom / Magister / Staatsexamen","Angestellte/r","4.001 Euro bis 4.500 Euro",5,0,0,0,0,0,1,0,0,0,0,0,26,0.769230769230769,0,0,0.192307692307692,0.0384615384615385,0,1,0,26,0,3.29583686600433,3.29583686600433,0,0,0,80,0,0,80,0,1,0,0,80,0,4.39444915467244,4.39444915467244,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,3,0,0,4250,4250,4250,8.35467426191846,5,5,0,0,5
1027,3262488619520,"männlich",52,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,30,10,2,0,0,0,0,3,"Nein",4,0,0,0,0,0,0,0,0,"Sonstiges","2019-02-02","2019-02-02",2,"Mittlere Reife / Realschulabschluss","Angestellte/r","3.001 Euro bis 3.500 Euro",4,0,0,0,0,0,1,0,0,0,0,0,42,0.238095238095238,0,0,0.0476190476190476,0.714285714285714,0,1,0,42,0,3.76120011569356,3.76120011569356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,4,0,0,3250,2550,3250,8.08641027532378,4.4,4,0,0,5
